RiceRiversCenter_PierWaterQualityData_2014 - Data,,,,,,,,,,,,,,,,,,,,,,
DateTime,RecordID,PAR,WindSpeed_mph,WindDir,AirTempF,RelHumidity,BP_HG,Rain_in,H2O_TempC,SpCond_mScm,Salinity_ppt,PH,PH_mv,Turbidity_ntu,Chla_ugl,BGAPC_CML,BGAPC_rfu,ODO_sat,ODO_mgl,Depth_ft,Depth_m,SurfaceWaterElev_m_levelNad83m
1/24/14 7:15,46053,0,2.503,312.7,13.1,45.26,30.5,0,1.05,0.147,0.07,7.54,-45.9,18.9,308.1,345290,163.6,95.7,13.58,15.663,4.774083,-31.45592
1/24/14 7:30,46054,0,1.867,332,13,45.18,30.51,0,1.04,0.147,0.07,7.55,-46.4,18.4,305.3,345290,163.6,96,13.63,15.738,4.796942,-31.43306
1/24/14 7:45,46055,0,1.952,316.5,12.64,45.46,30.51,0,0.86,0.147,0.07,7.54,-45.9,18.3,302.1,345205,163.6,95.7,13.65,15.814,4.820107,-31.40989
1/24/14 8:00,46056,0.036,2.394,310.3,12.65,46.37,30.51,0,1.15,0.146,0.07,7.55,-46.5,18.8,313,345233,163.6,96.2,13.62,15.877,4.83931,-31.39069
1/24/14 8:15,46057,2.555,2.017,313.5,12.54,45.89,30.52,0,1.33,0.146,0.07,7.56,-46.9,19.9,301.7,345231,163.6,96.4,13.58,15.932,4.856074,-31.37393
1/24/14 8:30,46058,16.94,2.862,314.5,12.32,45.2,30.52,0,1.49,0.146,0.07,7.56,-47,18.5,297.4,345293,163.6,96.6,13.54,15.985,4.872228,-31.35777
1/24/14 8:45,46059,49.17,2.477,301.2,12.97,45.39,30.53,0,1.42,0.146,0.07,7.57,-47.4,18.3,296.9,345215,163.6,96.4,13.53,16.003,4.877715,-31.35229
1/24/14 9:00,46060,104.3,3,294.5,13.74,44.49,30.53,0,1.5,0.146,0.07,7.56,-47,19,304.9,345313,163.7,96.2,13.49,16.025,4.88442,-31.34558
1/24/14 9:15,46061,182.9,3.337,300.3,14.61,43.07,30.53,0,1.53,0.147,0.07,7.57,-47.4,18.7,302.5,345286,163.6,96.2,13.47,16.016,4.881677,-31.34832
1/24/14 9:30,46062,266,3.727,302.4,15.33,40.28,30.53,0,1.66,0.146,0.07,7.56,-47.1,17.6,303.1,345252,163.6,96.5,13.46,16.002,4.87741,-31.35259
1/24/14 9:45,46063,352.1,5.114,286.7,16.01,38.84,30.53,0,1.09,0.147,0.07,7.56,-46.9,18.1,299.5,345219,163.6,96,13.61,15.981,4.871009,-31.35899
1/24/14 10:00,46064,440.7,4.968,287.5,16.41,38.25,30.54,0,1.35,0.147,0.07,7.56,-47.2,18.4,299.1,345283,163.6,96.3,13.56,15.934,4.856683,-31.37332
1/24/14 10:15,46065,528.1,4.077,293.1,17.04,36.99,30.54,0,1.42,0.147,0.07,7.56,-47.1,18.8,297.7,345258,163.6,96.2,13.51,15.879,4.839919,-31.39008
1/24/14 10:30,46066,609.7,3.271,299.2,17.75,35.68,30.55,0,1.33,0.147,0.07,7.55,-46.6,19.8,305.8,345265,163.6,96.3,13.56,15.81,4.818888,-31.41111
1/24/14 10:45,46067,689.7,4.404,281.4,17.82,36.61,30.54,0,1.24,0.147,0.07,7.55,-46.8,19.4,306.8,345281,163.6,96,13.56,15.737,4.796638,-31.43336
1/24/14 11:00,46068,767.2,4.933,287.6,18,35.45,30.55,0,0.99,0.147,0.07,7.55,-46.6,19.5,300.8,345228,163.6,96,13.64,15.65,4.77012,-31.45988
1/24/14 11:15,46069,837,4.948,265.6,17.88,35.37,30.55,0,0.9,0.148,0.07,7.55,-46.4,19.5,309.3,345294,163.6,95.8,13.66,15.563,4.743602,-31.4864
1/24/14 11:30,46070,903,5.012,274.2,18.63,36.77,30.55,0,0.84,0.148,0.07,7.55,-46.3,19.2,309.1,345221,163.6,96.1,13.71,15.467,4.714342,-31.51566
1/24/14 11:45,46071,964,4.373,260.8,18.79,34.75,30.54,0,0.84,0.148,0.07,7.55,-46.3,19.1,317.7,345230,163.6,96.1,13.72,15.354,4.679899,-31.5501
1/24/14 12:00,46072,1016,4.348,266.1,19.03,35.6,30.53,0,0.81,0.149,0.07,7.55,-46.5,20.2,308.7,345255,163.6,96.5,13.78,15.25,4.6482,-31.5818
1/24/14 12:15,46073,1058,6.083,264.6,19.2,34.69,30.52,0,0.84,0.149,0.07,7.55,-46.7,19.9,302.9,345253,163.6,96.6,13.79,15.137,4.613758,-31.61624
1/24/14 12:30,46074,1095,6.613,271.1,19.73,34.05,30.51,0,0.85,0.15,0.07,7.56,-46.9,20,319.1,345267,163.6,96.8,13.82,15.016,4.576877,-31.65312
1/24/14 12:45,46075,1126,6.688,261.9,20.14,33.91,30.51,0,0.85,0.15,0.07,7.56,-46.9,18.8,307.3,345278,163.6,97,13.84,14.899,4.541215,-31.68878
1/24/14 13:00,46076,1146,5.979,269.7,20.06,33.97,30.49,0,0.86,0.15,0.07,7.56,-47.1,19.1,304.7,345265,163.6,97,13.84,14.782,4.505554,-31.72445
1/24/14 13:15,46077,1162,7.886,264.3,20.53,32.57,30.47,0,0.93,0.151,0.07,7.56,-47.2,19.2,315.9,345196,163.6,97.4,13.87,14.673,4.472331,-31.75767
1/24/14 13:30,46078,1167,6.226,274.1,20.68,31.98,30.47,0,1.02,0.15,0.07,7.56,-47.2,19.6,305.9,345250,163.6,97.7,13.88,14.565,4.439412,-31.79059
1/24/14 13:45,46079,1162,7.004,231.9,20.4,34.1,30.45,0,1.07,0.151,0.07,7.56,-47.2,18.2,306.4,345230,163.6,97.8,13.87,14.46,4.407408,-31.82259
1/24/14 14:00,46080,1153,6.284,228.2,20.53,33.56,30.44,0,1.1,0.151,0.07,7.57,-47.7,17.3,304.9,345259,163.6,97.7,13.84,14.355,4.375404,-31.8546
1/24/14 14:15,46081,1132,7.451,225.5,20.96,33.97,30.43,0,1.2,0.151,0.07,7.58,-48.1,19.4,305.2,345223,163.6,98,13.85,14.256,4.345229,-31.88477
1/24/14 14:30,46082,1107,8.16,237.1,21.26,32.65,30.42,0,1.33,0.151,0.07,7.58,-48.2,25,303.6,345182,163.6,98.6,13.88,14.158,4.315359,-31.91464
1/24/14 14:45,46083,1075,8.28,244.4,21.62,32.11,30.42,0,1.37,0.151,0.07,7.59,-48.6,18.9,303.9,345220,163.6,98.8,13.89,14.067,4.287622,-31.94238
1/24/14 15:00,46084,1029,6.366,235.9,22,30.87,30.41,0,1.43,0.151,0.07,7.59,-48.8,17.4,306.3,345259,163.6,99,13.9,13.986,4.262933,-31.96707
1/24/14 15:15,46085,974,5.886,234.9,22.38,30.93,30.41,0,1.52,0.151,0.07,7.59,-48.6,16.6,312.3,345150,163.6,99.4,13.92,13.909,4.239463,-31.99054
1/24/14 15:30,46086,918,6.761,245.8,22.96,29.52,30.4,0,1.46,0.152,0.07,7.59,-48.5,16.8,309.5,345218,163.6,99.4,13.94,13.847,4.220566,-32.00943
1/24/14 15:45,46087,850,5.951,271.1,23.69,28.59,30.4,0,1.56,0.151,0.07,7.58,-48.2,16.7,310.4,345292,163.6,99.5,13.93,13.788,4.202582,-32.02742
1/24/14 16:00,46088,780.9,7.234,261.2,24.34,27.44,30.39,0,1.63,0.151,0.07,7.58,-48.3,16,309.8,344867,163.4,100,13.96,13.762,4.194658,-32.03534
1/24/14 16:15,46089,708.2,8.83,267.9,24.37,26.8,30.38,0,1.56,0.152,0.07,7.57,-47.6,16.4,310.2,345171,163.6,99.9,13.98,13.735,4.186428,-32.04357
1/24/14 16:30,46090,622.9,7.48,260.9,24.44,26.14,30.38,0,1.62,0.151,0.07,7.58,-48,15.8,305.3,345199,163.6,100.3,14.01,13.741,4.188257,-32.04174
1/24/14 16:45,46091,541.5,9.44,248.3,24.8,28.36,30.38,0,1.53,0.152,0.07,7.57,-47.9,16.3,308.1,345278,163.6,100.1,14.02,13.78,4.200144,-32.02985
1/24/14 17:00,46092,460.3,10.41,237.8,24.57,28.38,30.37,0,1.72,0.151,0.07,7.56,-47.3,16.6,305.3,345250,163.6,100.4,13.99,13.84,4.218432,-32.01157
1/24/14 17:15,46093,374.8,12.94,238.3,24.75,29.91,30.37,0,1.7,0.151,0.07,7.57,-47.5,16.7,311.4,345213,163.6,100.3,13.99,13.945,4.250436,-31.97956
1/24/14 17:30,46094,284.9,11.55,238.6,24.79,28.94,30.36,0,2.24,0.148,0.07,7.47,-42.5,15.6,311.2,345222,163.6,101.8,13.98,14.054,4.283659,-31.94634
1/24/14 17:45,46095,200,13.08,230.9,25.2,30.63,30.36,0,2.1,0.148,0.07,7.48,-43.3,17.3,306.3,345211,163.6,100.8,13.9,14.192,4.325722,-31.90428
1/24/14 18:00,46096,114.5,11.14,218,25.08,28.49,30.35,0,1.56,0.151,0.07,7.56,-47.1,17.7,309.2,345233,163.6,100.4,14.05,14.3,4.35864,-31.87136
1/24/14 18:15,46097,50.88,11.87,219.1,25.18,29.76,30.34,0,1.41,0.152,0.07,7.58,-48.2,18.1,297.9,345217,163.6,100.3,14.09,14.424,4.396435,-31.83356
1/24/14 18:30,46098,15.66,11.23,220.1,25.14,29.97,30.33,0,1.4,0.151,0.07,7.58,-48.2,19,297.9,345258,163.6,99.9,14.04,14.546,4.433621,-31.79638
1/24/14 18:45,46099,2.232,10.03,215.5,24.97,29.7,30.32,0,1.26,0.152,0.07,7.59,-48.5,17.4,297.4,345233,163.6,99.5,14.04,14.648,4.46471,-31.76529
1/24/14 19:00,46100,0.059,9.07,205.2,24.77,30.27,30.31,0,1.24,0.151,0.07,7.56,-47.3,15.8,303.4,345259,163.6,99.2,14,14.758,4.498239,-31.73176
1/24/14 19:15,46101,0,9.73,209.8,24.64,30.45,30.32,0,1.16,0.152,0.07,7.58,-48.2,15.4,302.6,345226,163.6,99,14.01,14.852,4.52689,-31.70311
1/24/14 19:30,46102,0,8.86,212.3,24.38,30.77,30.31,0,1.15,0.152,0.07,7.59,-48.6,15.3,303,345265,163.6,98.9,13.99,14.945,4.555236,-31.67476
1/24/14 19:45,46103,0,9.12,209.8,24.23,31.39,30.32,0,1.21,0.152,0.07,7.6,-49,14.9,300.1,345325,163.7,98.7,13.94,15.039,4.583887,-31.64611
1/24/14 20:00,46104,0,9.32,208.2,24.21,32.06,30.31,0,1.07,0.152,0.07,7.6,-48.9,15,303.5,345211,163.6,98.7,13.99,15.119,4.608272,-31.62173
1/24/14 20:15,46105,0,9.74,204,23.89,31.95,30.31,0,1.14,0.151,0.07,7.59,-48.7,15.2,302.6,345225,163.6,98.7,13.98,15.19,4.629912,-31.60009
1/24/14 20:30,46106,0,9.77,200.9,23.72,32.19,30.3,0,1.13,0.151,0.07,7.59,-48.6,15.2,300.6,344270,163.2,98.6,13.96,15.238,4.644542,-31.58546
1/24/14 20:45,46107,0,9.4,194.3,23.27,32.36,30.3,0,1.12,0.151,0.07,7.59,-48.8,15.4,300.7,345252,163.6,98.4,13.94,15.272,4.654906,-31.57509
1/24/14 21:00,46108,0,9.49,200.2,22.89,33.86,30.3,0,1.1,0.151,0.07,7.6,-48.9,16,299.8,345307,163.6,98.4,13.95,15.289,4.660087,-31.56991
1/24/14 21:15,46109,0,10.26,206.9,22.89,35.54,30.29,0,1.05,0.151,0.07,7.59,-48.5,15.3,303.7,345235,163.6,98.6,13.99,15.306,4.665269,-31.56473
1/24/14 21:30,46110,0,9.77,210.7,22.38,36.2,30.28,0,1.03,0.15,0.07,7.58,-48.1,15.3,310.9,344923,163.5,98.3,13.96,15.281,4.657649,-31.57235
1/24/14 21:45,46111,0,10.34,212.9,22.2,37.05,30.27,0,0.97,0.151,0.07,7.58,-48.3,15.2,312.3,345218,163.6,98.4,13.99,15.26,4.651248,-31.57875
1/24/14 22:00,46112,0,10.58,211.7,22.04,37.76,30.26,0,0.91,0.151,0.07,7.57,-47.6,16.1,303.5,345292,163.6,98.4,14.02,15.212,4.636618,-31.59338
1/24/14 22:15,46113,0,9.7,201.2,21.64,38.99,30.25,0,0.99,0.15,0.07,7.58,-47.9,16.3,306.8,345237,163.6,98.3,13.97,15.164,4.621987,-31.60801
1/24/14 22:30,46114,0,9.37,196.8,21.47,38.5,30.24,0,0.85,0.151,0.07,7.56,-46.9,18.3,312.4,345287,163.6,98.4,14.04,15.097,4.601566,-31.62843
1/24/14 22:45,46115,0,10.44,191.3,21.07,39.82,30.23,0,0.95,0.15,0.07,7.55,-46.5,17.8,306.7,345347,163.7,98.3,13.99,15.032,4.581754,-31.64825
1/24/14 23:00,46116,0,11.53,184.4,20.73,40.87,30.22,0,0.95,0.151,0.07,7.58,-47.9,16.6,309.2,345236,163.6,98.2,13.97,14.96,4.559808,-31.67019
1/24/14 23:15,46117,0,11.56,182.9,20.13,43.46,30.22,0,0.9,0.151,0.07,7.58,-47.9,17.5,306.1,345217,163.6,98.2,14,14.888,4.537862,-31.69214
1/24/14 23:30,46118,0,11.52,189.6,19.86,43.05,30.21,0,0.74,0.152,0.07,7.56,-47.3,18.3,313.1,345295,163.6,98.4,14.08,14.788,4.507382,-31.72262
1/24/14 23:45,46119,0,11.49,189.5,19.9,44.36,30.21,0,0.69,0.152,0.07,7.57,-47.8,17.4,315.5,345274,163.6,98.6,14.13,14.702,4.48117,-31.74883
1/25/14 0:00,46120,0,11.89,192.4,19.87,44.23,30.2,0,0.63,0.152,0.07,7.57,-47.4,19.4,305.5,345287,163.6,98.5,14.14,14.596,4.448861,-31.78114
1/25/14 0:15,46121,0,12.18,197.3,19.97,42.94,30.19,0,0.59,0.152,0.07,7.57,-47.6,19.5,306.7,345322,163.7,98.5,14.16,14.488,4.415942,-31.81406
1/25/14 0:30,46122,0,12.32,200.6,20.23,43.05,30.18,0,0.51,0.153,0.07,7.56,-46.9,21.7,307.7,345211,163.6,98.3,14.16,14.376,4.381805,-31.84819
1/25/14 0:45,46123,0,13.06,203.4,20.34,42.58,30.18,0,0.45,0.153,0.07,7.55,-46.5,24.1,297.6,345272,163.6,98.4,14.2,14.261,4.346753,-31.88325
1/25/14 1:00,46124,0,14.18,206.3,20.7,42.07,30.17,0,0.36,0.154,0.07,7.53,-45.6,25.1,301.9,345224,163.6,98.1,14.19,14.154,4.314139,-31.91586
1/25/14 1:15,46125,0,13.7,211.8,20.86,41.98,30.17,0,0.3,0.155,0.07,7.52,-45.1,26.2,304.7,345273,163.6,98.1,14.22,14.036,4.278173,-31.95183
1/25/14 1:30,46126,0,14.48,212.1,21.04,41.71,30.17,0,0.24,0.156,0.07,7.51,-44.6,30.2,303.7,345289,163.6,98.1,14.24,13.922,4.243426,-31.98657
1/25/14 1:45,46127,0,14.31,210,20.9,42.43,30.15,0,0.18,0.157,0.07,7.52,-45,31.8,304.8,345232,163.6,98.3,14.29,13.811,4.209593,-32.02041
1/25/14 2:00,46128,0,13.64,206.5,20.93,41.92,30.14,0,0.1,0.156,0.07,7.51,-44.5,34.7,308.6,345249,163.6,98.2,14.3,13.708,4.178198,-32.0518
1/25/14 2:15,46129,0,11.63,211.2,20.82,41.67,30.14,0,0.08,0.158,0.07,7.52,-45.1,36.7,310.8,345320,163.7,98.2,14.32,13.597,4.144366,-32.08563
1/25/14 2:30,46130,0,10.27,210.8,20.88,41.71,30.13,0,0.01,0.158,0.07,7.53,-45.6,37.4,310.3,345260,163.6,98.1,14.33,13.499,4.114495,-32.11551
1/25/14 2:45,46131,0,11.11,210.9,20.86,40.3,30.13,0,-0.07,0.158,0.07,7.53,-45.3,45,315.4,345229,163.6,98.1,14.37,13.4,4.08432,-32.14568
1/25/14 3:00,46132,0,10.97,203.5,20.94,41.03,30.12,0,-0.08,0.159,0.07,7.54,-45.7,38.6,311.1,345259,163.6,98.3,14.41,13.312,4.057498,-32.1725
1/25/14 3:15,46133,0,11.61,206.4,20.73,41.69,30.12,0,-0.12,0.159,0.07,7.54,-46,37.1,303.6,345272,163.6,98.4,14.43,13.218,4.028847,-32.20115
1/25/14 3:30,46134,0,10.3,200,20.52,42.66,30.1,0,-0.14,0.159,0.07,7.54,-46,36.9,307.2,345269,163.6,98.4,14.43,13.133,4.002939,-32.22706
1/25/14 3:45,46135,0,10.81,198.9,20.31,44.54,30.09,0,-0.13,0.159,0.07,7.55,-46.5,36.3,308.6,345226,163.6,98.2,14.4,13.072,3.984345,-32.24566
1/25/14 4:00,46136,0,11.81,194.7,20.19,45.22,30.08,0,-0.11,0.159,0.07,7.54,-45.8,39.4,316.3,345237,163.6,98.4,14.43,13.035,3.973068,-32.25693
1/25/14 4:15,46137,0,11.62,197.8,20.03,44.36,30.07,0,-0.08,0.141,0.07,7.53,-45.7,43.4,305.3,345269,163.6,98.8,14.47,12.936,3.942893,-32.28711
1/25/14 4:30,46138,0,11.66,203.5,19.89,45.15,30.06,0,-0.08,0.137,0.06,7.54,-46.2,46.4,302.4,345229,163.6,98.6,14.45,12.963,3.951123,-32.27888
1/25/14 4:45,46139,0,11.63,199.3,19.7,45.39,30.04,0,-0.08,0.138,0.06,7.57,-47.2,53.7,303.8,344391,163.2,99,14.51,12.933,3.941978,-32.28802
1/25/14 5:00,46140,0,11.01,198.8,19.55,46.18,30.04,0,-0.08,0.138,0.06,7.56,-46.9,47.2,302.3,344648,163.3,98.8,14.47,12.95,3.94716,-32.28284
1/25/14 5:15,46141,0,11.69,197.9,19.47,46.62,30.02,0,-0.08,0.138,0.06,7.55,-46.7,64,306.2,345290,163.6,99.4,14.56,13.024,3.969715,-32.26028
1/25/14 5:30,46142,0,12.36,193,19.36,46.98,30,0,-0.08,0.138,0.06,7.58,-47.7,39.4,309.8,345266,163.6,98.7,14.46,13.141,4.005377,-32.22462
1/25/14 5:45,46143,0,11.86,189.4,19.43,47.42,29.98,0,-0.08,0.138,0.06,7.57,-47.6,43.5,313.5,345290,163.6,99.3,14.54,13.264,4.042867,-32.18713
1/25/14 6:00,46144,0,9.85,193.1,19.39,46.77,29.97,0,-0.08,0.138,0.06,7.55,-46.4,89.2,309.3,345365,163.7,100.1,14.67,13.379,4.077919,-32.15208
1/25/14 6:15,46145,0,10.56,197.5,19.45,46.95,29.96,0,-0.09,0.137,0.06,7.53,-45.3,66.5,301.7,345185,163.6,99.4,14.56,13.528,4.123334,-32.10667
1/25/14 6:30,46146,0,10.51,207.5,19.58,47.02,29.95,0,-0.08,0.137,0.06,7.55,-46.4,75,297.4,345192,163.6,99.7,14.61,13.66,4.163568,-32.06643
1/25/14 6:45,46147,0,11.84,211.5,19.72,46.8,29.95,0,-0.08,0.138,0.06,7.51,-44.3,94.3,300.1,345235,163.6,99,14.51,13.786,4.201973,-32.02803
1/25/14 7:00,46148,0,12.87,207.1,19.86,47.96,29.95,0,-0.08,0.138,0.06,7.46,-41.8,69.3,325.9,345281,163.6,99,14.51,13.918,4.242207,-31.98779
1/25/14 7:15,46149,0,13.85,201.2,19.77,47.41,29.94,0,-0.08,0.137,0.06,7.46,-42.1,61.3,308.8,345315,163.7,98.7,14.46,14.034,4.277564,-31.95244
1/25/14 7:30,46150,0,13.32,199.4,19.95,48.27,29.93,0,-0.08,0.138,0.06,7.49,-43.5,44.2,303.3,345412,163.7,98.6,14.45,14.142,4.310482,-31.91952
1/25/14 7:45,46151,0,13.31,195.2,20.07,47.82,29.93,0,-0.08,0.138,0.06,7.51,-44.5,41.4,307.4,345268,163.6,98.6,14.44,14.264,4.347667,-31.88233
1/25/14 8:00,46152,0.003,13,211.1,20.27,47.28,29.92,0,-0.08,0.138,0.06,7.52,-45.1,39,308.2,345299,163.6,98.7,14.46,14.364,4.378147,-31.85185
1/25/14 8:15,46153,1.785,11.98,198.6,20.55,46.6,29.91,0,-0.08,0.138,0.06,7.54,-45.8,37.4,305.1,345240,163.6,98.8,14.47,14.448,4.40375,-31.82625
1/25/14 8:30,46154,10.98,12.16,203,20.76,45.8,29.9,0,-0.08,0.138,0.06,7.55,-46.5,39,295.2,345251,163.6,98.9,14.49,14.547,4.433926,-31.79607
1/25/14 8:45,46155,24.37,11.77,206.7,21.09,44.9,29.89,0,-0.08,0.138,0.06,7.57,-47.3,40.4,322.1,345230,163.6,98.8,14.48,14.64,4.462272,-31.76773
1/25/14 9:00,46156,43.17,12.92,213.8,21.56,45.69,29.89,0,-0.08,0.139,0.06,7.57,-47.6,40.8,320.4,345319,163.7,98.8,14.47,14.724,4.487875,-31.74212
1/25/14 9:15,46157,87.8,12.28,210.8,21.88,45.05,29.88,0,-0.08,0.138,0.06,7.58,-47.9,40.4,310.4,345301,163.6,98.9,14.49,14.793,4.508906,-31.72109
1/25/14 9:30,46158,128.7,14.12,209.8,22.13,43.45,29.87,0,-0.09,0.139,0.06,7.58,-48.1,40,321.9,345235,163.6,98.8,14.48,14.852,4.52689,-31.70311
1/25/14 9:45,46159,156,13.77,211.6,22.46,44.16,29.87,0,-0.08,0.138,0.06,7.58,-48.1,41.9,313.7,345267,163.6,98.8,14.48,14.909,4.544263,-31.68574
1/25/14 10:00,46160,190.5,12.66,206.1,22.83,44.19,29.86,0,-0.08,0.138,0.06,7.58,-48,37.3,302.6,345261,163.6,99.1,14.52,14.943,4.554626,-31.67537
1/25/14 10:15,46161,236.9,12.51,198.4,23.26,42.77,29.84,0,-0.08,0.138,0.06,7.58,-48,37.8,306.7,345302,163.6,98.7,14.46,14.969,4.562551,-31.66745
1/25/14 10:30,46162,297.2,13,209.2,24.11,42.48,29.84,0,-0.08,0.139,0.06,7.58,-48.2,40.1,325.9,345265,163.6,98.9,14.49,14.98,4.565904,-31.66409
1/25/14 10:45,46163,342.3,14,204.9,24.93,40.71,29.82,0,-0.08,0.139,0.06,7.59,-48.5,39.2,317.6,345313,163.7,98.8,14.47,14.982,4.566514,-31.66349
1/25/14 11:00,46164,303.2,13.89,200.5,25.56,40.13,29.8,0,-0.08,0.139,0.06,7.59,-48.5,37.7,306.2,345284,163.6,98.7,14.46,14.951,4.557065,-31.67294
1/25/14 11:15,46165,307.5,15.44,204.7,26.52,38.72,29.79,0,-0.08,0.139,0.06,7.55,-46.7,42,309,345302,163.6,98.9,14.49,14.923,4.548531,-31.68147
1/25/14 11:30,46166,373.7,12.71,212.7,27.35,38.26,29.78,0,-0.08,0.138,0.06,7.55,-46.5,29.9,311.4,345210,163.6,98.5,14.44,14.836,4.522013,-31.70799
1/25/14 11:45,46167,303.5,12.42,215.7,28.21,36.7,29.77,0,-0.08,0.139,0.06,7.57,-47.7,32.6,320.7,345204,163.6,98.6,14.44,14.782,4.505554,-31.72445
1/25/14 12:00,46168,265.7,16.43,213.9,29.23,35.41,29.76,0,-0.09,0.139,0.06,7.59,-48.4,32.8,310.4,345273,163.6,98.8,14.47,14.72,4.486656,-31.74334
1/25/14 12:15,46169,253.7,18.32,220.3,29.69,35.35,29.74,0,-0.08,0.139,0.06,7.57,-47.6,28.4,303,345210,163.6,98.6,14.45,14.635,4.460748,-31.76925
1/25/14 12:30,46170,202.4,17.8,221.4,29.89,35.54,29.72,0,-0.08,0.14,0.06,7.58,-47.8,22.3,323.8,345204,163.6,98.8,14.48,14.544,4.433011,-31.79699
1/25/14 12:45,46171,253.2,16.5,220.6,30.11,35.06,29.71,0,-0.08,0.14,0.07,7.59,-48.6,21.7,330.1,345274,163.6,98.8,14.48,14.433,4.399179,-31.83082
1/25/14 13:00,46172,276.1,16.76,227.1,30.37,34.32,29.69,0,-0.08,0.141,0.07,7.58,-48,22.3,312.8,345300,163.6,98.8,14.48,14.323,4.365651,-31.86435
1/25/14 13:15,46173,226.6,17.02,226.8,30.89,34.7,29.67,0,-0.08,0.141,0.07,7.58,-48,22.9,323.6,345266,163.6,99,14.5,14.208,4.330598,-31.8994
1/25/14 13:30,46174,241.3,16.61,222.8,31.18,33.31,29.65,0,-0.08,0.142,0.07,7.59,-48.6,21.9,316.2,345327,163.7,99,14.5,14.098,4.297071,-31.93293
1/25/14 13:45,46175,210.9,16.01,226.5,31.6,34.21,29.63,0,-0.08,0.142,0.07,7.59,-48.5,21.3,314.4,345291,163.6,99.1,14.51,13.991,4.264457,-31.96554
1/25/14 14:00,46176,165,15.95,230.6,31.94,33.47,29.62,0,-0.08,0.142,0.07,7.6,-49.1,21.4,323.3,345260,163.6,98.8,14.48,13.864,4.225748,-32.00425
1/25/14 14:15,46177,139.3,17.07,233.4,32.1,33.81,29.61,0,-0.08,0.143,0.07,7.58,-48,21.1,317.6,345315,163.7,99,14.51,13.762,4.194658,-32.03534
1/25/14 14:30,46178,146.7,18.46,237.1,32.49,33.63,29.6,0,-0.08,0.144,0.07,7.59,-48.7,21,318.2,345249,163.6,98.7,14.46,13.656,4.162349,-32.06765
1/25/14 14:45,46179,175.9,17.08,228.8,32.82,32.28,29.59,0,-0.08,0.144,0.07,7.6,-49.1,21.2,313.3,345295,163.6,98.7,14.46,13.539,4.126687,-32.10331
1/25/14 15:00,46180,261.7,17.47,225,32.97,32.66,29.58,0,-0.08,0.144,0.07,7.58,-48.1,21.7,314.6,345319,163.7,99.1,14.51,13.441,4.096817,-32.13318
1/25/14 15:15,46181,314.6,18.61,230.1,33.2,32.37,29.57,0,-0.08,0.145,0.07,7.58,-47.8,21.9,311.3,345224,163.6,99.1,14.52,13.33,4.062984,-32.16702
1/25/14 15:30,46182,275.9,19.17,230.4,33.4,31.8,29.56,0,-0.08,0.145,0.07,7.57,-47.3,23.6,316.8,345228,163.6,99.5,14.57,13.23,4.032504,-32.19749
1/25/14 15:45,46183,255.8,17.72,224.6,33.6,32.24,29.55,0,-0.08,0.145,0.07,7.57,-47.3,20.9,308.3,345264,163.6,99.2,14.53,13.118,3.998366,-32.23163
1/25/14 16:00,46184,301.3,17.38,228.7,33.78,32.74,29.54,0,-0.08,0.146,0.07,7.56,-46.8,20,308.3,345259,163.6,98.8,14.48,13.027,3.97063,-32.25937
1/25/14 16:15,46185,385.1,17.16,226.2,33.96,32.96,29.54,0,-0.08,0.143,0.07,7.57,-47.4,24,304.4,345266,163.6,99.4,14.57,12.927,3.94015,-32.28985
1/25/14 16:30,46186,510.8,16.82,230.3,34.31,32.77,29.53,0,-0.08,0.146,0.07,7.56,-47,25.9,302.8,345302,163.6,99.5,14.58,12.846,3.915461,-32.31454
1/25/14 16:45,46187,362.6,17.44,231,34.71,33.49,29.52,0,-0.08,0.15,0.07,7.56,-46.9,26.5,296.7,345244,163.6,99.6,14.6,12.764,3.890467,-32.33953
1/25/14 17:00,46188,230.1,18.5,227,34.91,32.96,29.52,0,-0.08,0.151,0.07,7.55,-46.7,24,301.6,345189,163.6,99.4,14.55,12.696,3.869741,-32.36026
1/25/14 17:15,46189,161.4,20.29,240.8,35.26,34.3,29.53,0,-0.08,0.152,0.07,7.55,-46.3,26.9,302.5,345386,163.7,99.8,14.61,12.623,3.847491,-32.38251
1/25/14 17:30,46190,121.1,22.27,242.6,35.7,34.6,29.53,0,-0.08,0.153,0.07,7.56,-46.8,25.2,314.1,345293,163.6,99.4,14.56,12.572,3.831945,-32.39806
1/25/14 17:45,46191,123.4,21.23,245.3,35.97,34.75,29.53,0,-0.08,0.153,0.07,7.55,-46.4,27.2,303.1,345301,163.6,99.6,14.6,12.538,3.821583,-32.40842
1/25/14 18:00,46192,66.47,21.1,244.2,36.2,34.33,29.53,0,-0.09,0.154,0.07,7.55,-46.6,27.2,313.8,345302,163.6,99.6,14.59,12.51,3.813048,-32.41695
1/25/14 18:15,46193,36.79,20.35,244.1,36.38,34.73,29.53,0,-0.08,0.155,0.07,7.55,-46.4,29.8,305,345350,163.7,99.6,14.6,12.503,3.810915,-32.41909
1/25/14 18:30,46194,11.84,18.3,242.5,36.41,35.7,29.53,0,-0.08,0.155,0.07,7.54,-45.8,47.3,313.9,345337,163.7,99,14.5,12.523,3.81701,-32.41299
